id	label	model
582310	None	bangla-bert
433077	None	bangla-bert
552679	None	bangla-bert
643528	Political Hate	bangla-bert
85565	Political Hate	bangla-bert
628830	Abusive	bangla-bert
749660	None	bangla-bert
1595	Religious Hate	bangla-bert
23293	None	bangla-bert
509035	None	bangla-bert
886202	None	bangla-bert
742533	None	bangla-bert
27838	None	bangla-bert
75041	None	bangla-bert
228134	Political Hate	bangla-bert
382699	Abusive	bangla-bert
242473	None	bangla-bert
447845	None	bangla-bert
686719	None	bangla-bert
325929	None	bangla-bert
138617	Political Hate	bangla-bert
37781	Abusive	bangla-bert
265785	None	bangla-bert
624047	None	bangla-bert
395781	None	bangla-bert
719558	Profane	bangla-bert
934245	None	bangla-bert
181499	Profane	bangla-bert
397249	None	bangla-bert
582244	None	bangla-bert
870090	None	bangla-bert
462030	Profane	bangla-bert
446338	None	bangla-bert
61162	None	bangla-bert
807176	None	bangla-bert
864604	None	bangla-bert
709055	None	bangla-bert
581292	None	bangla-bert
563959	None	bangla-bert
727426	None	bangla-bert
561351	None	bangla-bert
916629	Profane	bangla-bert
242659	None	bangla-bert
711936	None	bangla-bert
398564	None	bangla-bert
638288	Abusive	bangla-bert
571045	Political Hate	bangla-bert
396357	Abusive	bangla-bert
657340	None	bangla-bert
131821	None	bangla-bert
881260	None	bangla-bert
87349	Abusive	bangla-bert
232700	Political Hate	bangla-bert
22307	Political Hate	bangla-bert
352983	Political Hate	bangla-bert
389506	Profane	bangla-bert
335493	Abusive	bangla-bert
739982	None	bangla-bert
328094	Political Hate	bangla-bert
528740	None	bangla-bert
808137	None	bangla-bert
554827	Abusive	bangla-bert
858794	Profane	bangla-bert
633224	None	bangla-bert
780101	None	bangla-bert
602479	None	bangla-bert
540580	None	bangla-bert
778356	None	bangla-bert
43268	None	bangla-bert
262437	Abusive	bangla-bert
71353	Political Hate	bangla-bert
730463	None	bangla-bert
653820	None	bangla-bert
335542	None	bangla-bert
826227	None	bangla-bert
443806	Political Hate	bangla-bert
769421	Religious Hate	bangla-bert
685630	None	bangla-bert
590194	None	bangla-bert
466683	None	bangla-bert
280790	Political Hate	bangla-bert
860057	None	bangla-bert
871168	Abusive	bangla-bert
141496	Abusive	bangla-bert
3736	None	bangla-bert
288686	Abusive	bangla-bert
267813	None	bangla-bert
832012	None	bangla-bert
32904	None	bangla-bert
268117	None	bangla-bert
776783	None	bangla-bert
850339	Abusive	bangla-bert
223593	Political Hate	bangla-bert
387123	Religious Hate	bangla-bert
939377	None	bangla-bert
484079	None	bangla-bert
897137	Profane	bangla-bert
655003	None	bangla-bert
585973	None	bangla-bert
29600	Abusive	bangla-bert
830036	None	bangla-bert
565839	None	bangla-bert
359406	None	bangla-bert
308062	None	bangla-bert
594507	Abusive	bangla-bert
34433	None	bangla-bert
43262	None	bangla-bert
145863	None	bangla-bert
592053	None	bangla-bert
235746	Abusive	bangla-bert
893409	Abusive	bangla-bert
939031	None	bangla-bert
647343	None	bangla-bert
868309	Profane	bangla-bert
81611	None	bangla-bert
693429	Abusive	bangla-bert
546533	None	bangla-bert
804580	None	bangla-bert
774663	None	bangla-bert
442687	Political Hate	bangla-bert
22333	Profane	bangla-bert
883311	Abusive	bangla-bert
68897	Political Hate	bangla-bert
716697	Political Hate	bangla-bert
366472	None	bangla-bert
112632	Profane	bangla-bert
759580	Abusive	bangla-bert
68501	Political Hate	bangla-bert
570238	None	bangla-bert
833247	None	bangla-bert
742235	None	bangla-bert
160687	Abusive	bangla-bert
854753	None	bangla-bert
256250	Abusive	bangla-bert
801382	None	bangla-bert
358092	None	bangla-bert
593155	None	bangla-bert
72962	None	bangla-bert
472051	None	bangla-bert
736544	None	bangla-bert
26584	None	bangla-bert
14123	Political Hate	bangla-bert
422940	None	bangla-bert
530930	None	bangla-bert
643961	None	bangla-bert
725166	Political Hate	bangla-bert
183565	None	bangla-bert
592528	None	bangla-bert
332661	None	bangla-bert
893187	None	bangla-bert
574249	None	bangla-bert
702233	None	bangla-bert
332441	None	bangla-bert
120948	None	bangla-bert
303017	None	bangla-bert
6209	Abusive	bangla-bert
239068	None	bangla-bert
17716	None	bangla-bert
358382	None	bangla-bert
528149	Abusive	bangla-bert
154954	None	bangla-bert
237442	Political Hate	bangla-bert
385586	None	bangla-bert
872714	None	bangla-bert
173242	None	bangla-bert
357390	None	bangla-bert
399716	Religious Hate	bangla-bert
562599	Political Hate	bangla-bert
353085	None	bangla-bert
732405	None	bangla-bert
42984	None	bangla-bert
327956	None	bangla-bert
638917	Profane	bangla-bert
93540	None	bangla-bert
787421	None	bangla-bert
504895	None	bangla-bert
291320	Abusive	bangla-bert
406332	Abusive	bangla-bert
764894	None	bangla-bert
670548	None	bangla-bert
817559	None	bangla-bert
256795	None	bangla-bert
152630	None	bangla-bert
17630	None	bangla-bert
567139	None	bangla-bert
563824	None	bangla-bert
139630	Political Hate	bangla-bert
322733	None	bangla-bert
524979	Abusive	bangla-bert
52851	None	bangla-bert
449962	None	bangla-bert
521733	None	bangla-bert
820909	Political Hate	bangla-bert
776132	None	bangla-bert
208816	Abusive	bangla-bert
168294	Profane	bangla-bert
186490	None	bangla-bert
34763	Political Hate	bangla-bert
890503	Abusive	bangla-bert
730297	None	bangla-bert
267275	None	bangla-bert
875303	None	bangla-bert
410510	Religious Hate	bangla-bert
198288	None	bangla-bert
878523	Political Hate	bangla-bert
804090	None	bangla-bert
876050	None	bangla-bert
538825	None	bangla-bert
439504	Abusive	bangla-bert
98661	Abusive	bangla-bert
50223	None	bangla-bert
882392	Profane	bangla-bert
31474	None	bangla-bert
752145	None	bangla-bert
864075	None	bangla-bert
459116	Political Hate	bangla-bert
498640	None	bangla-bert
802864	Abusive	bangla-bert
295472	None	bangla-bert
934066	None	bangla-bert
902880	None	bangla-bert
111465	Political Hate	bangla-bert
933484	Profane	bangla-bert
667357	None	bangla-bert
81463	None	bangla-bert
649992	None	bangla-bert
60065	None	bangla-bert
328916	Abusive	bangla-bert
304492	None	bangla-bert
385489	None	bangla-bert
683209	Profane	bangla-bert
67622	None	bangla-bert
507528	Profane	bangla-bert
460125	None	bangla-bert
285627	Political Hate	bangla-bert
309055	None	bangla-bert
702822	Abusive	bangla-bert
714655	None	bangla-bert
265922	None	bangla-bert
485097	None	bangla-bert
270514	None	bangla-bert
87760	None	bangla-bert
169601	None	bangla-bert
798353	None	bangla-bert
100120	Political Hate	bangla-bert
441410	Abusive	bangla-bert
592756	None	bangla-bert
90373	None	bangla-bert
664668	Political Hate	bangla-bert
122017	None	bangla-bert
544288	None	bangla-bert
499935	None	bangla-bert
192544	None	bangla-bert
173116	Abusive	bangla-bert
704684	Abusive	bangla-bert
845711	None	bangla-bert
880642	None	bangla-bert
335733	Political Hate	bangla-bert
819142	None	bangla-bert
123199	None	bangla-bert
216638	None	bangla-bert
215582	None	bangla-bert
553211	None	bangla-bert
826034	None	bangla-bert
918589	None	bangla-bert
547320	Abusive	bangla-bert
266882	None	bangla-bert
750993	None	bangla-bert
653654	None	bangla-bert
890678	Abusive	bangla-bert
381394	None	bangla-bert
356587	None	bangla-bert
590822	Abusive	bangla-bert
166688	Abusive	bangla-bert
230635	None	bangla-bert
55098	None	bangla-bert
617669	None	bangla-bert
180620	None	bangla-bert
187898	None	bangla-bert
371940	Religious Hate	bangla-bert
181651	Political Hate	bangla-bert
147825	None	bangla-bert
438932	None	bangla-bert
63001	Religious Hate	bangla-bert
329086	None	bangla-bert
301069	None	bangla-bert
347294	None	bangla-bert
461037	None	bangla-bert
170607	None	bangla-bert
499607	None	bangla-bert
710744	Abusive	bangla-bert
240005	None	bangla-bert
424128	None	bangla-bert
779357	Political Hate	bangla-bert
845111	None	bangla-bert
676339	None	bangla-bert
290884	Abusive	bangla-bert
909302	None	bangla-bert
357977	Abusive	bangla-bert
134372	None	bangla-bert
659032	None	bangla-bert
545917	None	bangla-bert
95904	None	bangla-bert
627730	None	bangla-bert
560795	Abusive	bangla-bert
379566	None	bangla-bert
142362	None	bangla-bert
582295	Political Hate	bangla-bert
214358	None	bangla-bert
773834	None	bangla-bert
378204	None	bangla-bert
2503	Abusive	bangla-bert
66287	None	bangla-bert
497947	None	bangla-bert
821205	None	bangla-bert
704887	None	bangla-bert
142605	None	bangla-bert
793597	Abusive	bangla-bert
244475	Political Hate	bangla-bert
732424	None	bangla-bert
669456	Political Hate	bangla-bert
786746	Abusive	bangla-bert
260582	None	bangla-bert
669509	None	bangla-bert
519827	None	bangla-bert
204443	Religious Hate	bangla-bert
583890	None	bangla-bert
637584	None	bangla-bert
24646	None	bangla-bert
280857	Profane	bangla-bert
446535	None	bangla-bert
687543	None	bangla-bert
237066	None	bangla-bert
912999	None	bangla-bert
194057	Political Hate	bangla-bert
146810	None	bangla-bert
442009	None	bangla-bert
350875	None	bangla-bert
721365	None	bangla-bert
798776	None	bangla-bert
752086	None	bangla-bert
203	None	bangla-bert
798871	None	bangla-bert
903406	None	bangla-bert
447678	None	bangla-bert
782699	None	bangla-bert
188831	None	bangla-bert
653198	Abusive	bangla-bert
439858	None	bangla-bert
869461	None	bangla-bert
389095	Abusive	bangla-bert
378732	Religious Hate	bangla-bert
906177	None	bangla-bert
309517	Abusive	bangla-bert
356240	None	bangla-bert
612238	Political Hate	bangla-bert
404551	Profane	bangla-bert
417818	None	bangla-bert
626581	None	bangla-bert
839516	None	bangla-bert
794748	None	bangla-bert
849980	None	bangla-bert
721487	Profane	bangla-bert
625949	Political Hate	bangla-bert
593733	None	bangla-bert
853345	None	bangla-bert
434994	None	bangla-bert
439183	None	bangla-bert
688066	None	bangla-bert
343290	None	bangla-bert
529720	Abusive	bangla-bert
8435	Abusive	bangla-bert
625145	None	bangla-bert
523883	None	bangla-bert
871055	None	bangla-bert
1467	None	bangla-bert
414730	None	bangla-bert
23986	Political Hate	bangla-bert
604006	Abusive	bangla-bert
35914	Political Hate	bangla-bert
921548	None	bangla-bert
600422	None	bangla-bert
820850	None	bangla-bert
172221	None	bangla-bert
151782	None	bangla-bert
729740	None	bangla-bert
795158	Abusive	bangla-bert
89095	None	bangla-bert
871021	None	bangla-bert
410433	None	bangla-bert
259966	None	bangla-bert
622086	Political Hate	bangla-bert
757437	Religious Hate	bangla-bert
834041	None	bangla-bert
614182	None	bangla-bert
213978	None	bangla-bert
177775	None	bangla-bert
175096	None	bangla-bert
924491	None	bangla-bert
74708	Political Hate	bangla-bert
145454	None	bangla-bert
122063	None	bangla-bert
523490	None	bangla-bert
567534	None	bangla-bert
3766	Religious Hate	bangla-bert
898495	Profane	bangla-bert
215674	None	bangla-bert
12410	Religious Hate	bangla-bert
710245	None	bangla-bert
10063	None	bangla-bert
540310	None	bangla-bert
412055	None	bangla-bert
151874	None	bangla-bert
773973	None	bangla-bert
258469	Abusive	bangla-bert
336614	None	bangla-bert
881812	Abusive	bangla-bert
183470	Political Hate	bangla-bert
703445	None	bangla-bert
577195	Abusive	bangla-bert
408421	None	bangla-bert
115868	None	bangla-bert
641646	None	bangla-bert
868822	Profane	bangla-bert
847093	Abusive	bangla-bert
564034	Abusive	bangla-bert
257938	None	bangla-bert
106592	Political Hate	bangla-bert
792068	None	bangla-bert
555057	None	bangla-bert
390255	None	bangla-bert
245231	None	bangla-bert
475110	None	bangla-bert
413861	Abusive	bangla-bert
800883	None	bangla-bert
685063	Abusive	bangla-bert
65728	Political Hate	bangla-bert
933802	Abusive	bangla-bert
11690	Profane	bangla-bert
706579	None	bangla-bert
215276	None	bangla-bert
204169	None	bangla-bert
554749	None	bangla-bert
102106	Political Hate	bangla-bert
687707	None	bangla-bert
782993	None	bangla-bert
694802	Abusive	bangla-bert
140095	None	bangla-bert
449706	None	bangla-bert
103008	None	bangla-bert
268505	Political Hate	bangla-bert
677768	Abusive	bangla-bert
399395	Abusive	bangla-bert
934704	None	bangla-bert
183078	Political Hate	bangla-bert
472268	None	bangla-bert
140804	Political Hate	bangla-bert
266462	None	bangla-bert
4502	None	bangla-bert
601389	Political Hate	bangla-bert
51708	None	bangla-bert
451288	None	bangla-bert
723131	Abusive	bangla-bert
514786	None	bangla-bert
301007	None	bangla-bert
229205	None	bangla-bert
524989	None	bangla-bert
824458	Abusive	bangla-bert
522751	Abusive	bangla-bert
829398	None	bangla-bert
442481	None	bangla-bert
86918	Political Hate	bangla-bert
760133	None	bangla-bert
22336	None	bangla-bert
110130	None	bangla-bert
794326	Abusive	bangla-bert
184205	Political Hate	bangla-bert
501326	None	bangla-bert
305515	None	bangla-bert
453214	None	bangla-bert
780977	None	bangla-bert
197116	Religious Hate	bangla-bert
709765	None	bangla-bert
660740	Profane	bangla-bert
751452	Abusive	bangla-bert
776616	None	bangla-bert
594957	None	bangla-bert
758653	Abusive	bangla-bert
467601	Abusive	bangla-bert
853875	Abusive	bangla-bert
734436	Political Hate	bangla-bert
432795	None	bangla-bert
176963	None	bangla-bert
693454	None	bangla-bert
431121	None	bangla-bert
603293	None	bangla-bert
204163	Abusive	bangla-bert
404753	None	bangla-bert
350340	None	bangla-bert
101669	Abusive	bangla-bert
693172	None	bangla-bert
881339	Profane	bangla-bert
234873	Abusive	bangla-bert
463879	None	bangla-bert
391778	None	bangla-bert
696795	None	bangla-bert
392525	Political Hate	bangla-bert
437546	None	bangla-bert
230845	Profane	bangla-bert
759262	Political Hate	bangla-bert
790411	Political Hate	bangla-bert
300211	Abusive	bangla-bert
429825	None	bangla-bert
241815	None	bangla-bert
587877	None	bangla-bert
417035	None	bangla-bert
329867	Abusive	bangla-bert
858636	None	bangla-bert
817662	None	bangla-bert
36995	None	bangla-bert
540133	Abusive	bangla-bert
178133	None	bangla-bert
939084	None	bangla-bert
220070	Political Hate	bangla-bert
810990	Abusive	bangla-bert
564915	None	bangla-bert
896030	Abusive	bangla-bert
803000	None	bangla-bert
434425	Political Hate	bangla-bert
484732	None	bangla-bert
928724	Abusive	bangla-bert
188109	None	bangla-bert
885876	None	bangla-bert
439903	Profane	bangla-bert
896774	Abusive	bangla-bert
201236	Political Hate	bangla-bert
294331	Profane	bangla-bert
283925	Abusive	bangla-bert
619478	Abusive	bangla-bert
849009	None	bangla-bert
716054	Political Hate	bangla-bert
560726	None	bangla-bert
743594	None	bangla-bert
624407	None	bangla-bert
258727	Religious Hate	bangla-bert
380744	None	bangla-bert
413547	None	bangla-bert
234141	Political Hate	bangla-bert
60206	None	bangla-bert
579827	None	bangla-bert
148976	None	bangla-bert
201516	Abusive	bangla-bert
586357	Abusive	bangla-bert
368041	Political Hate	bangla-bert
281038	Abusive	bangla-bert
200103	None	bangla-bert
656857	Profane	bangla-bert
877106	Profane	bangla-bert
680816	None	bangla-bert
853980	None	bangla-bert
416765	Political Hate	bangla-bert
777041	Political Hate	bangla-bert
486896	None	bangla-bert
1238	None	bangla-bert
690011	None	bangla-bert
561745	None	bangla-bert
419301	None	bangla-bert
484745	None	bangla-bert
563636	None	bangla-bert
813902	None	bangla-bert
7505	None	bangla-bert
648031	Abusive	bangla-bert
144853	None	bangla-bert
181520	Abusive	bangla-bert
93012	Profane	bangla-bert
48276	None	bangla-bert
640764	None	bangla-bert
273507	None	bangla-bert
687548	None	bangla-bert
917353	None	bangla-bert
269221	None	bangla-bert
922476	Abusive	bangla-bert
807407	None	bangla-bert
195060	None	bangla-bert
656139	Political Hate	bangla-bert
799134	None	bangla-bert
826825	None	bangla-bert
9907	None	bangla-bert
298673	None	bangla-bert
13386	None	bangla-bert
842536	None	bangla-bert
726308	None	bangla-bert
306330	Abusive	bangla-bert
688599	None	bangla-bert
689584	Abusive	bangla-bert
490674	None	bangla-bert
456718	None	bangla-bert
520231	None	bangla-bert
331709	None	bangla-bert
409943	None	bangla-bert
56275	Religious Hate	bangla-bert
692039	Abusive	bangla-bert
269451	Abusive	bangla-bert
13455	Abusive	bangla-bert
612107	Profane	bangla-bert
520921	None	bangla-bert
309449	None	bangla-bert
30231	None	bangla-bert
749946	Abusive	bangla-bert
230540	Profane	bangla-bert
306383	None	bangla-bert
266663	Abusive	bangla-bert
306200	None	bangla-bert
932141	None	bangla-bert
159638	None	bangla-bert
153112	None	bangla-bert
36929	Abusive	bangla-bert
570695	None	bangla-bert
930405	None	bangla-bert
934284	None	bangla-bert
241721	None	bangla-bert
743285	Profane	bangla-bert
650205	None	bangla-bert
231694	Abusive	bangla-bert
240267	Political Hate	bangla-bert
105646	Abusive	bangla-bert
166927	Profane	bangla-bert
222182	None	bangla-bert
719880	None	bangla-bert
304302	Political Hate	bangla-bert
246202	Abusive	bangla-bert
581414	None	bangla-bert
39223	None	bangla-bert
331481	None	bangla-bert
759027	Political Hate	bangla-bert
372475	None	bangla-bert
279602	None	bangla-bert
374463	Religious Hate	bangla-bert
522124	Abusive	bangla-bert
96971	None	bangla-bert
563986	None	bangla-bert
186068	None	bangla-bert
645261	None	bangla-bert
491781	None	bangla-bert
227160	Religious Hate	bangla-bert
49682	Abusive	bangla-bert
715513	None	bangla-bert
750666	None	bangla-bert
498452	None	bangla-bert
749770	None	bangla-bert
374272	Profane	bangla-bert
300680	None	bangla-bert
502810	None	bangla-bert
537922	None	bangla-bert
301818	Abusive	bangla-bert
77449	Profane	bangla-bert
158868	None	bangla-bert
565434	Abusive	bangla-bert
744307	None	bangla-bert
648825	Political Hate	bangla-bert
918300	None	bangla-bert
573225	Abusive	bangla-bert
627856	Abusive	bangla-bert
772659	Abusive	bangla-bert
776500	Abusive	bangla-bert
709524	None	bangla-bert
321575	None	bangla-bert
137962	None	bangla-bert
542955	None	bangla-bert
413666	Religious Hate	bangla-bert
436247	None	bangla-bert
116299	None	bangla-bert
764090	None	bangla-bert
236100	None	bangla-bert
602786	Political Hate	bangla-bert
331368	Profane	bangla-bert
281614	None	bangla-bert
60782	None	bangla-bert
789968	None	bangla-bert
712671	None	bangla-bert
859775	None	bangla-bert
652672	None	bangla-bert
482297	None	bangla-bert
831573	Abusive	bangla-bert
878250	None	bangla-bert
524161	None	bangla-bert
740158	None	bangla-bert
116408	None	bangla-bert
852595	None	bangla-bert
6970	None	bangla-bert
15185	Religious Hate	bangla-bert
104676	None	bangla-bert
514480	None	bangla-bert
190562	Religious Hate	bangla-bert
236486	None	bangla-bert
332051	Profane	bangla-bert
324497	Abusive	bangla-bert
616466	None	bangla-bert
153952	None	bangla-bert
937715	Abusive	bangla-bert
408137	None	bangla-bert
722171	None	bangla-bert
187787	None	bangla-bert
833086	Profane	bangla-bert
402586	Profane	bangla-bert
79900	Abusive	bangla-bert
455503	None	bangla-bert
662760	Political Hate	bangla-bert
145666	None	bangla-bert
269395	None	bangla-bert
855977	None	bangla-bert
411862	Abusive	bangla-bert
840865	None	bangla-bert
656131	Abusive	bangla-bert
283203	Political Hate	bangla-bert
635480	None	bangla-bert
929892	None	bangla-bert
900226	Profane	bangla-bert
187748	None	bangla-bert
863939	None	bangla-bert
562894	None	bangla-bert
229250	Abusive	bangla-bert
258055	None	bangla-bert
516568	None	bangla-bert
241001	None	bangla-bert
738147	None	bangla-bert
914834	None	bangla-bert
502930	None	bangla-bert
157805	None	bangla-bert
182528	None	bangla-bert
496305	None	bangla-bert
127441	Political Hate	bangla-bert
516994	Abusive	bangla-bert
296128	Abusive	bangla-bert
498286	None	bangla-bert
882886	Abusive	bangla-bert
654441	None	bangla-bert
355409	None	bangla-bert
526987	None	bangla-bert
166978	None	bangla-bert
17756	Political Hate	bangla-bert
266720	Abusive	bangla-bert
814729	None	bangla-bert
622339	Political Hate	bangla-bert
735625	None	bangla-bert
202261	None	bangla-bert
374523	Abusive	bangla-bert
336668	Abusive	bangla-bert
548637	None	bangla-bert
303416	None	bangla-bert
564069	Political Hate	bangla-bert
796931	None	bangla-bert
830985	None	bangla-bert
492468	None	bangla-bert
251311	None	bangla-bert
842728	None	bangla-bert
124702	None	bangla-bert
891343	None	bangla-bert
376956	None	bangla-bert
676134	Abusive	bangla-bert
353841	None	bangla-bert
669871	None	bangla-bert
720106	None	bangla-bert
551785	Abusive	bangla-bert
31813	None	bangla-bert
179141	None	bangla-bert
722850	Abusive	bangla-bert
111661	Political Hate	bangla-bert
385980	Political Hate	bangla-bert
478200	None	bangla-bert
627607	Profane	bangla-bert
723418	Political Hate	bangla-bert
121301	None	bangla-bert
111742	None	bangla-bert
448538	Abusive	bangla-bert
244405	None	bangla-bert
51703	None	bangla-bert
276254	None	bangla-bert
818115	None	bangla-bert
839545	Profane	bangla-bert
500452	Abusive	bangla-bert
100905	Political Hate	bangla-bert
10100	None	bangla-bert
17326	Religious Hate	bangla-bert
802542	Religious Hate	bangla-bert
405562	None	bangla-bert
297210	Abusive	bangla-bert
633450	None	bangla-bert
24947	Abusive	bangla-bert
827247	Abusive	bangla-bert
91001	Profane	bangla-bert
797577	None	bangla-bert
203064	Political Hate	bangla-bert
437031	Religious Hate	bangla-bert
76338	Political Hate	bangla-bert
28529	Abusive	bangla-bert
416581	None	bangla-bert
326992	Abusive	bangla-bert
294318	None	bangla-bert
24010	None	bangla-bert
391690	None	bangla-bert
898471	None	bangla-bert
139015	Abusive	bangla-bert
629277	Profane	bangla-bert
249523	Abusive	bangla-bert
480655	Abusive	bangla-bert
923143	None	bangla-bert
574020	None	bangla-bert
498850	None	bangla-bert
858529	None	bangla-bert
916168	None	bangla-bert
547040	Abusive	bangla-bert
465291	Abusive	bangla-bert
571806	Political Hate	bangla-bert
569300	None	bangla-bert
499970	Political Hate	bangla-bert
447242	None	bangla-bert
184864	None	bangla-bert
463779	None	bangla-bert
733792	None	bangla-bert
687387	None	bangla-bert
363410	None	bangla-bert
613123	None	bangla-bert
202791	Political Hate	bangla-bert
635751	Abusive	bangla-bert
608506	None	bangla-bert
17576	Abusive	bangla-bert
230291	Political Hate	bangla-bert
382243	Abusive	bangla-bert
549845	None	bangla-bert
201772	None	bangla-bert
326030	Profane	bangla-bert
604410	None	bangla-bert
32709	None	bangla-bert
229330	Political Hate	bangla-bert
131732	Profane	bangla-bert
10683	Political Hate	bangla-bert
364807	None	bangla-bert
934121	Profane	bangla-bert
315440	None	bangla-bert
840059	Abusive	bangla-bert
195161	Political Hate	bangla-bert
157090	Political Hate	bangla-bert
653468	None	bangla-bert
377827	Religious Hate	bangla-bert
588597	Political Hate	bangla-bert
200076	None	bangla-bert
266411	Profane	bangla-bert
346398	None	bangla-bert
825712	None	bangla-bert
693484	None	bangla-bert
109964	Abusive	bangla-bert
304021	None	bangla-bert
265907	None	bangla-bert
781953	None	bangla-bert
697858	None	bangla-bert
476327	None	bangla-bert
927901	None	bangla-bert
837639	Profane	bangla-bert
492990	None	bangla-bert
360379	None	bangla-bert
618518	None	bangla-bert
649931	None	bangla-bert
175496	Political Hate	bangla-bert
422178	None	bangla-bert
763331	None	bangla-bert
463514	Abusive	bangla-bert
452271	None	bangla-bert
255091	None	bangla-bert
639406	None	bangla-bert
617882	None	bangla-bert
424539	None	bangla-bert
534382	None	bangla-bert
656382	None	bangla-bert
523467	None	bangla-bert
678646	Abusive	bangla-bert
13863	None	bangla-bert
345913	None	bangla-bert
670277	None	bangla-bert
759098	None	bangla-bert
174859	None	bangla-bert
81340	None	bangla-bert
922743	None	bangla-bert
105579	None	bangla-bert
819932	None	bangla-bert
724622	Profane	bangla-bert
8040	None	bangla-bert
661589	None	bangla-bert
25308	None	bangla-bert
479411	None	bangla-bert
104723	Abusive	bangla-bert
804467	None	bangla-bert
164017	Abusive	bangla-bert
228242	Profane	bangla-bert
668562	Political Hate	bangla-bert
900643	Abusive	bangla-bert
171741	Abusive	bangla-bert
596654	None	bangla-bert
294586	None	bangla-bert
118070	Political Hate	bangla-bert
643819	None	bangla-bert
316098	None	bangla-bert
483088	None	bangla-bert
803231	None	bangla-bert
798743	Profane	bangla-bert
292802	Political Hate	bangla-bert
130898	None	bangla-bert
656615	None	bangla-bert
369848	None	bangla-bert
42763	None	bangla-bert
198700	Political Hate	bangla-bert
147433	Political Hate	bangla-bert
112969	Political Hate	bangla-bert
365334	None	bangla-bert
334533	Abusive	bangla-bert
45513	None	bangla-bert
194291	Political Hate	bangla-bert
242147	None	bangla-bert
543843	None	bangla-bert
765276	None	bangla-bert
104725	Profane	bangla-bert
618757	None	bangla-bert
181782	Political Hate	bangla-bert
914164	Abusive	bangla-bert
822076	None	bangla-bert
599831	Political Hate	bangla-bert
703814	Abusive	bangla-bert
871608	None	bangla-bert
139975	Political Hate	bangla-bert
368136	None	bangla-bert
809802	None	bangla-bert
568236	Abusive	bangla-bert
642774	Political Hate	bangla-bert
553115	None	bangla-bert
147246	None	bangla-bert
871806	None	bangla-bert
906009	Abusive	bangla-bert
604767	Abusive	bangla-bert
98991	None	bangla-bert
491918	Political Hate	bangla-bert
398790	None	bangla-bert
350726	None	bangla-bert
175253	None	bangla-bert
29355	None	bangla-bert
93250	Political Hate	bangla-bert
19886	None	bangla-bert
445227	None	bangla-bert
853191	None	bangla-bert
679355	None	bangla-bert
782445	None	bangla-bert
907865	None	bangla-bert
330279	None	bangla-bert
79692	None	bangla-bert
482416	Abusive	bangla-bert
316930	Profane	bangla-bert
389198	Political Hate	bangla-bert
383466	None	bangla-bert
726414	Political Hate	bangla-bert
511782	None	bangla-bert
319242	None	bangla-bert
908647	None	bangla-bert
462082	None	bangla-bert
471029	None	bangla-bert
825212	Profane	bangla-bert
655469	None	bangla-bert
162768	None	bangla-bert
213891	None	bangla-bert
189626	Political Hate	bangla-bert
618775	None	bangla-bert
467524	None	bangla-bert
833010	None	bangla-bert
437027	None	bangla-bert
751682	None	bangla-bert
394778	None	bangla-bert
462766	None	bangla-bert
464908	Abusive	bangla-bert
551029	None	bangla-bert
930583	None	bangla-bert
127354	None	bangla-bert
474903	Abusive	bangla-bert
154285	Abusive	bangla-bert
516498	None	bangla-bert
211955	Profane	bangla-bert
542234	None	bangla-bert
376628	None	bangla-bert
700225	None	bangla-bert
786647	None	bangla-bert
257576	Abusive	bangla-bert
758485	None	bangla-bert
99453	Political Hate	bangla-bert
915727	None	bangla-bert
376246	None	bangla-bert
373071	Abusive	bangla-bert
470824	None	bangla-bert
178420	None	bangla-bert
217557	Abusive	bangla-bert
191400	Political Hate	bangla-bert
517200	None	bangla-bert
653544	Political Hate	bangla-bert
70411	Profane	bangla-bert
149905	Political Hate	bangla-bert
153918	None	bangla-bert
723635	None	bangla-bert
666300	None	bangla-bert
323812	None	bangla-bert
9604	Profane	bangla-bert
770780	None	bangla-bert
271658	None	bangla-bert
882647	None	bangla-bert
551920	None	bangla-bert
583947	None	bangla-bert
820628	None	bangla-bert
277192	None	bangla-bert
897906	None	bangla-bert
249214	Profane	bangla-bert
893683	Abusive	bangla-bert
4464	None	bangla-bert
9468	None	bangla-bert
377406	Profane	bangla-bert
560474	None	bangla-bert
486586	None	bangla-bert
521490	None	bangla-bert
5279	None	bangla-bert
42496	Political Hate	bangla-bert
13705	None	bangla-bert
326556	Abusive	bangla-bert
517143	None	bangla-bert
663202	None	bangla-bert
17476	None	bangla-bert
422364	Political Hate	bangla-bert
319609	Profane	bangla-bert
934595	Profane	bangla-bert
283893	Political Hate	bangla-bert
105406	Abusive	bangla-bert
454062	Profane	bangla-bert
685691	None	bangla-bert
671240	None	bangla-bert
323990	Political Hate	bangla-bert
464804	None	bangla-bert
126109	Political Hate	bangla-bert
599618	None	bangla-bert
517229	Profane	bangla-bert
212493	Political Hate	bangla-bert
395279	None	bangla-bert
802441	None	bangla-bert
372446	None	bangla-bert
131053	None	bangla-bert
927153	Abusive	bangla-bert
382647	Profane	bangla-bert
739909	None	bangla-bert
196365	None	bangla-bert
725545	None	bangla-bert
742737	Religious Hate	bangla-bert
324922	None	bangla-bert
687465	Abusive	bangla-bert
127196	None	bangla-bert
156582	None	bangla-bert
736072	None	bangla-bert
367939	None	bangla-bert
227990	Profane	bangla-bert
491013	None	bangla-bert
331079	None	bangla-bert
22603	None	bangla-bert
